indicator_type,Company,Sector,Country,Region,Indicator,KPI,Unit,year,value
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Carbon intensity - Location-based,ktCO2e/$ million,2020,28
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2023,7357000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Purchased goods and services,tCO2e,2022,8146000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Capital goods,tCO2e,2023,526000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Capital goods,tCO2e,2022,596000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,2023,221000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Fuel- and energy-related activities,tCO2e,2022,248000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,2023,1469000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Upstream transportation and distribution,tCO2e,2022,2574000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2023,9000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Waste generated in operations,tCO2e,2022,10000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Business travel,tCO2e,2023,214000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Business travel,tCO2e,2022,202000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Employee commuting,tCO2e,2023,194000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Employee commuting,tCO2e,2022,196000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Use of sold products,tCO2e,2023,562000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - Use of sold products,tCO2e,2022,643000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - End-of-life treatment of sold products,tCO2e,2023,113000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Scope 3 emissions - End-of-life treatment of sold products,tCO2e,2022,214000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Biogenic emissions,tCO2e,2023,700
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Biogenic emissions,tCO2e,2022,900
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Biogenic emissions,tCO2e,2021,900
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Biogenic emissions,tCO2e,2020,900
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Volatile organic compounds (VOC),tCO2e,2023,1210
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Volatile organic compounds (VOC),tCO2e,2022,1270
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Volatile organic compounds (VOC),tCO2e,2021,1500
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Volatile organic compounds (VOC),tCO2e,2020,1320
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,SOx,tCO2e,2023,50
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,SOx,tCO2e,2022,60
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,SOx,tCO2e,2021,50
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,SOx,tCO2e,2020,50
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,NOx,tCO2e,2023,320
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,NOx,tCO2e,2022,330
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,NOx,tCO2e,2021,350
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,NOx,tCO2e,2020,330
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Particulate matter (PM),tCO2e,2023,80
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Particulate matter (PM),tCO2e,2022,80
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Particulate matter (PM),tCO2e,2021,80
Environmental,Abbott Laboratories,Healthcare,United States,North America,Emissions,Particulate matter (PM),tCO2e,2020,60
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy consumption,GJ,2023,13939000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy consumption,GJ,2022,14253000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy consumption,GJ,2021,14612000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy consumption,GJ,2020,13776000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy intensity,GJ/$ million,2023,348
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy intensity,GJ/$ million,2022,327
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy intensity,GJ/$ million,2021,339
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Energy intensity,GJ/$ million,2020,398
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Electricity consumption,GJ,2023,4514000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Electricity consumption,GJ,2022,4570000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Electricity consumption,GJ,2021,4572000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Energy,Electricity consumption,GJ,2020,4341000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water withdrawn,kL,2023,13405000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water withdrawn,kL,2022,13810000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water withdrawn,kL,2021,13887000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water withdrawn,kL,2020,13284000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water withdrawn,ML/$ million,2023,0.33
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water withdrawn,ML/$ million,2022,0.32
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water withdrawn,ML/$ million,2021,0.32
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water withdrawn,ML/$ million,2020,0.16
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water consumption,kL,2023,2360000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water consumption,kL,2022,2344000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water consumption,kL,2021,2418000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water consumption,kL,2020,2524000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water consumption,ML/$ million,2023,0.06
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water consumption,ML/$ million,2022,0.05
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water consumption,ML/$ million,2021,0.06
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water intensity - Water consumption,ML/$ million,2020,0.07
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water discharged,kL,2023,11046000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water discharged,kL,2022,11465000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water discharged,kL,2021,11468000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water discharged,kL,2020,9759000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water recycled,kL,2023,1616000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water recycled,kL,2022,1642000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water recycled,kL,2021,1211000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Water,Water recycled,kL,2020,1552000
Environmental,Abbott Laboratories,Healthcare,United States,North America,Environment,Health and safety fines,$,2023,625
Environmental,Abbott Laboratories,Healthcare,United States,North America,Environment,Health and safety fines,$,2022,14694
Environmental,Abbott Laboratories,Healthcare,United States,North America,Environment,Health and safety fines,$,2021,0
Environmental,Abbott Laboratories,Healthcare,United States,North America,Environment,Health and safety fines,$,2020,1200
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2023,328259
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2022,342607
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 1 emissions,tCO2e,2021,367954
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Fugitive emissions,tCO2e,2023,4840
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Fugitive emissions,tCO2e,2022,5319
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Fugitive emissions,tCO2e,2021,5501
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2023,237714
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2022,271055
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Location-based,tCO2e,2021,330946
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2023,131232
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2022,184549
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Market-based,tCO2e,2021,256708
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Purchased electricity,tCO2e,2023,85935
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Purchased electricity,tCO2e,2022,135090
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Scope 2 emissions - Purchased electricity,tCO2e,2021,204918
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,tCO2e/$ million,2023,8.46
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,tCO2e/$ million,2022,9.08
Environmental,Abbvie,Healthcare,United States,North America,Emissions,Carbon intensity - Market-based,tCO2e/$ million,2021,11.12
Environmental,Abbvie,Healthcare,United States,North America,Emissions,CH4,tCO2e,2023,458
Environmental,Abbvie,Healthcare,United States,North America,Emissions,CH4,tCO2e,2022,479
Environmental,Abbvie,Healthcare,United States,North America,Emissions,CH4,tCO2e,2021,528
Environmental,Abbvie,Healthcare,United States,North America,Emissions,NO2,tCO2e,2023,1016
Environmental,Abbvie,Healthcare,United States,North America,Emissions,NO2,tCO2e,2022,1022
Environmental,Abbvie,Healthcare,United States,North America,Emissions,NO2,tCO2e,2021,1156
